DateTime,Temp
1/2/2024 13:55,30.4
1/2/2024 14:00,30.5
1/2/2024 14:05,30.5
1/2/2024 14:10,30.5
1/2/2024 14:15,30.2
1/2/2024 14:20,30.1
1/2/2024 14:25,30.1
1/2/2024 14:30,29.7
1/2/2024 14:35,29.5
1/2/2024 14:40,29.5
1/2/2024 14:45,29.5
1/2/2024 14:50,29.3
1/2/2024 14:55,29.3
1/2/2024 15:00,29.3
1/2/2024 15:05,29.3
1/2/2024 15:10,29.3
1/2/2024 15:15,29.3
1/2/2024 15:20,29.3
1/2/2024 15:25,29.3
1/2/2024 15:30,29.3
1/2/2024 15:35,29.3
1/2/2024 15:40,29.3
1/2/2024 15:45,29.3
1/2/2024 15:50,29.3
1/2/2024 15:55,29.3
1/2/2024 16:00,29.3
1/2/2024 16:05,29.3
1/2/2024 16:10,29.3
1/2/2024 16:15,29.3
1/2/2024 16:20,29.3
1/2/2024 16:25,29.3
1/2/2024 16:30,29.3
1/2/2024 16:35,29.3
1/2/2024 16:40,29.4
1/2/2024 16:45,29.4
1/2/2024 16:50,29.4
1/2/2024 16:55,29.4
1/2/2024 17:00,29.4
1/2/2024 17:05,29.4
1/2/2024 17:10,29.4
1/2/2024 17:15,29.4
1/2/2024 17:20,29.4
1/2/2024 17:25,29.4
1/2/2024 17:30,29.4
1/2/2024 17:35,29.4
1/2/2024 17:40,29.3
1/2/2024 17:45,29.3
1/2/2024 17:50,29.3
1/2/2024 17:55,29.3
1/2/2024 18:00,29.3
1/2/2024 18:05,29.3
1/2/2024 18:10,29.3
1/2/2024 18:15,29.3
1/2/2024 18:20,29.3
1/2/2024 18:25,29.3
1/2/2024 18:30,29.3
1/2/2024 18:35,29.4
1/2/2024 18:40,29.4
1/2/2024 18:45,29.4
1/2/2024 18:50,29.4
1/2/2024 18:55,29.4
1/2/2024 19:00,29.4
1/2/2024 19:05,29.4
1/2/2024 19:10,29.4
1/2/2024 19:15,29.4
1/2/2024 19:20,29.4
1/2/2024 19:25,29.4
1/2/2024 19:30,29.4
1/2/2024 19:35,29.4
1/2/2024 19:40,29.3
1/2/2024 19:45,29.3
1/2/2024 19:50,29.3
1/2/2024 19:55,29.3
1/2/2024 20:00,29.3
1/2/2024 20:05,29.3
1/2/2024 20:10,29.3
1/2/2024 20:15,29.3
1/2/2024 20:20,29.3
1/2/2024 20:25,29.3
1/2/2024 20:30,29.4
1/2/2024 20:35,29.4
1/2/2024 20:40,29.4
1/2/2024 20:45,29.4
1/2/2024 20:50,29.4
1/2/2024 20:55,29.4
1/2/2024 21:00,29.5
1/2/2024 21:05,29.5
1/2/2024 21:10,29.5
1/2/2024 21:15,29.5
1/2/2024 21:20,29.3
1/2/2024 21:25,29.3
1/2/2024 21:30,29.4
1/2/2024 21:35,29.4
1/2/2024 21:40,29.4
1/2/2024 21:45,29.3
1/2/2024 21:50,29.3
1/2/2024 21:55,29.3
1/2/2024 22:00,29.4
1/2/2024 22:05,29.4
1/2/2024 22:10,29.4
1/2/2024 22:15,29.4
1/2/2024 22:20,29.4
1/2/2024 22:25,29.4
1/2/2024 22:30,29.4
1/2/2024 22:35,29.4
1/2/2024 22:40,29.4
1/2/2024 22:45,29.7
1/2/2024 22:50,29.7
1/2/2024 22:55,29.7
1/2/2024 23:00,29.7
1/2/2024 23:05,29.7
1/2/2024 23:10,29.7
1/2/2024 23:15,29.7
1/2/2024 23:20,29.7
1/2/2024 23:25,29.7
1/2/2024 23:30,29.7
1/2/2024 23:35,29.7
1/2/2024 23:40,29.7
1/2/2024 23:45,29.7
1/2/2024 23:50,30
1/2/2024 23:55,30.4
1/3/2024 0:00,30.8
1/3/2024 0:05,31.1
1/3/2024 0:10,31.1
1/3/2024 0:15,31
1/3/2024 0:20,31
1/3/2024 0:25,31
1/3/2024 0:30,31
1/3/2024 0:35,31
1/3/2024 0:40,30.9
1/3/2024 0:45,31
1/3/2024 0:50,30.9
1/3/2024 0:55,30.9
1/3/2024 1:00,30.9
1/3/2024 1:05,30.8
1/3/2024 1:10,30.9
1/3/2024 1:15,30.8
1/3/2024 1:20,30.5
1/3/2024 1:25,30.3
1/3/2024 1:30,30.1
1/3/2024 1:35,30
1/3/2024 1:40,29.7
1/3/2024 1:45,29.6
1/3/2024 1:50,29.6
1/3/2024 1:55,29.6
1/3/2024 2:00,29.6
1/3/2024 2:05,29.6
1/3/2024 2:10,29.6
1/3/2024 2:15,29.6
1/3/2024 2:20,29.6
1/3/2024 2:25,29.6
1/3/2024 2:30,29.6
1/3/2024 2:35,29.6
1/3/2024 2:40,30
1/3/2024 2:45,30
1/3/2024 2:50,30
1/3/2024 2:55,29.8
1/3/2024 3:00,29.8
1/3/2024 3:05,29.8
1/3/2024 3:10,29.7
1/3/2024 3:15,29.7
1/3/2024 3:20,29.7
1/3/2024 3:25,29.7
1/3/2024 3:30,29.7
1/3/2024 3:35,29.6
1/3/2024 3:40,29.6
1/3/2024 3:45,29.6
1/3/2024 3:50,29.6
