Date,Time,CO2,CO,NO,Temp,Humi
23-12-2023,23:56,563,0,0,29.8,59.8
23-12-2023,23:51,556,0,0,29.8,59.7
23-12-2023,23:56,553,0,0,29.8,59.7
23-12-2023,23:51,558,0,0,29.8,59.7
23-12-2023,23:45,561,0,0,29.9,59.7
23-12-2023,23:40,555,0,0,29.9,59.7
23-12-2023,23:35,556,0,0,29.9,59.7
23-12-2023,23:30,557,0,0,30,59.7
23-12-2023,23:25,556,0,0,30,59.6
23-12-2023,23:20,554,0,0,30.1,59.5
23-12-2023,23:15,552,0,0,30.2,59.4
23-12-2023,23:10,553,0,0,30.2,59.4
23-12-2023,23:05,567,0,0,30.2,59.3
23-12-2023,23:00,566,0,0,30.2,59.2
23-12-2023,22:55,569,0,0,30.2,59.3
23-12-2023,22:50,568,0,0,30.2,59.3
23-12-2023,22:45,573,0,0,30.2,59.4
23-12-2023,22:40,574,0,0,30.2,59.4
23-12-2023,22:35,576,0,0,30.2,59.3
23-12-2023,22:30,578,0,0,29.6,60.4
23-12-2023,22:25,583,0,0,29.6,60.5
23-12-2023,22:20,582,0,0,29.6,60.7
23-12-2023,22:15,578,0,0,29.6,60.7
23-12-2023,22:10,581,0,0,29.6,60.7
23-12-2023,22:05,583,0,0,29.6,60.6
23-12-2023,22:00,567,0,0,29.6,60.6
23-12-2023,21:55,571,0,0,29.6,60.7
23-12-2023,21:50,575,0,0,29.6,59.8
23-12-2023,21:45,572,0,0,29.6,59.8
23-12-2023,21:40,566,0,0,29,59.8
23-12-2023,21:35,570,0,0,29,59.8
23-12-2023,21:30,572,0,0,29,59.8
23-12-2023,21:25,576,0,0,29.3,59.7
23-12-2023,21:20,571,0,0,29.7,59.7
23-12-2023,21:15,566,0,0,30.1,59.7
23-12-2023,21:10,576,0,0,30.7,59.7
23-12-2023,21:05,566,0,0,30.7,59.7
23-12-2023,21:00,563,0,0,30.6,59.7
23-12-2023,20:55,561,0,0,30.6,59.7
23-12-2023,20:50,560,0,0,30.6,59.7
23-12-2023,20:45,558,0,0,30.6,59.7
23-12-2023,20:40,556,0,0,30.6,59.7
23-12-2023,20:35,561,0,0,30.5,59.5
23-12-2023,20:30,566,0,0,30.6,59.5
23-12-2023,20:25,568,0,0,30.5,59.5
23-12-2023,20:20,579,0,0,30.5,59.4
23-12-2023,20:15,584,0,0,30.5,59.4
23-12-2023,20:10,583,0,0,30.4,59.4
23-12-2023,20:05,588,0,0,30.5,59.4
23-12-2023,20:00,593,0,0,30.4,59.4
23-12-2023,19:55,604,0,0,30.1,58.3
23-12-2023,19:50,603,0,0,29.9,58.2
23-12-2023,19:45,593,0,0,29.9,58.4
23-12-2023,19:40,597,0,0,30.2,58.3
23-12-2023,19:35,594,0,0,29.9,58.2
23-12-2023,19:30,591,0,0,29.9,58.1
23-12-2023,19:26,588,0,0,29.9,58.4
23-12-2023,19:20,584,0,0,29.4,58.3
23-12-2023,19:15,588,0,0,29.4,58.2
23-12-2023,19:10,583,0,0,29.4,58.4
23-12-2023,19:05,588,0,0,29.4,58.3
23-12-2023,19:00,593,0,0,29.4,58.2
23-12-2023,18:55,598,0,0,29.4,58.1
23-12-2023,18:50,603,0,0,29.4,58
23-12-2023,18:45,606,0,0,29.4,58.4
23-12-2023,18:40,594,0,0,29.4,58.2
23-12-2023,18:35,588,0,4,29.8,56.9
23-12-2023,18:30,598,0,5,29.9,56.8
23-12-2023,18:25,588,0,3,29.9,56.8
23-12-2023,18:20,586,0,0,29.7,56.7
23-12-2023,18:15,583,0,0,29.7,56.8
23-12-2023,18:11,594,0,0,29.7,56.7
23-12-2023,18:05,593,0,0,29.6,56.7
23-12-2023,18:00,590,0,0,29.6,56.7
23-12-2023,17:55,588,0,0,29.6,56.7
23-12-2023,17:50,593,0,0,29.6,56.7
23-12-2023,17:45,586,0,0,29.6,56.6
23-12-2023,17:40,585,0,0,29.5,58.7
23-12-2023,17:35,584,0,0,29.5,58.4
23-12-2023,17:30,584,0,0,29.5,58.3
23-12-2023,17:25,583,0,0,29.5,58.2
23-12-2023,17:20,581,0,0,29.5,58.4
23-12-2023,17:15,580,0,0,29.5,58.3
23-12-2023,17:11,579,0,0,29.5,58.2
23-12-2023,17:05,574,0,0,29.5,57.7
23-12-2023,17:00,584,0,0,29.5,57.6
23-12-2023,16:55,579,0,0,29.5,58
23-12-2023,16:50,586,0,0,29.5,57.8
23-12-2023,16:30,584,0,0,29.4,57.9
23-12-2023,16:30,580,0,0,29.5,57.8
23-12-2023,16:25,579,0,0,29.5,57.7
23-12-2023,16:20,586,0,0,29.5,57.6
23-12-2023,16:15,585,0,0,29.5,58
23-12-2023,16:10,584,0,0,29.5,57.8
23-12-2023,16:05,594,0,0,29.5,57.7
23-12-2023,16:00,599,0,0,29.5,57.7
23-12-2023,15:55,602,0,0,29.5,57.6
23-12-2023,15:50,608,0,0,30.6,55.4
23-12-2023,15:40,610,0,0,30.9,56.3
23-12-2023,15:30,615,0,0,31.4,56.4
23-12-2023,15:25,620,0,4,31.5,55.8
23-12-2023,15:20,630,0,8,31.6,55.8
23-12-2023,15:15,648,5,10,31.7,55.7
23-12-2023,15:10,659,9,15,32,55.7
23-12-2023,15:05,674,16,20,31.9,55.8
23-12-2023,15:00,698,18,22,31.8,55.7
23-12-2023,14:55,688,15,21,31.7,56
23-12-2023,14:50,670,13,16,31.5,56.2
23-12-2023,14:45,665,10,8,31.4,56.1
23-12-2023,14:40,650,7,6,31.3,56.2
23-12-2023,14:35,645,5,5,31.2,56.3
23-12-2023,14:30,641,0,0,30.9,56.8
23-12-2023,14:25,595,0,0,30.4,57.3
23-12-2023,14:20,575,0,0,30.4,57.2
23-12-2023,14:15,574,0,0,30.4,57.3
23-12-2023,14:10,564,0,0,30.4,57.2
23-12-2023,14:05,569,0,0,30.4,57.1
23-12-2023,14:00,561,0,0,30.4,57.5
23-12-2023,13:55,554,0,0,30.4,57.3
23-12-2023,13:50,556,0,0,30.3,57.4
23-12-2023,13:30,556,0,0,30.4,57.3
23-12-2023,13:30,561,0,0,30.4,57.2
23-12-2023,13:25,570,0,0,30.4,57.1
23-12-2023,13:20,569,0,0,30.4,57.5
23-12-2023,13:15,574,0,0,30.4,57.3
23-12-2023,13:10,584,0,0,30.3,57.4
23-12-2023,13:05,580,0,0,30.4,57.3
23-12-2023,13:00,579,0,0,30.4,57.2
23-12-2023,12:56,584,0,1,30.4,57.1
23-12-2023,12:50,597,0,4,30.4,57.5
23-12-2023,12:45,595,0,3,30.4,57.3
23-12-2023,12:40,599,0,0,30.4,57.3
23-12-2023,12:35,596,0,4,30.4,57.2
23-12-2023,12:30,594,0,5,30.4,57.1
23-12-2023,12:25,590,0,7,30.4,57.5
23-12-2023,12:20,589,0,8,30.4,57.3
23-12-2023,12:15,584,0,5,30.4,57.3
23-12-2023,12:10,574,0,4,30.4,57.2
23-12-2023,12:05,589,0,3,30.4,57.1
23-12-2023,12:00,594,0,0,30.4,57.5
23-12-2023,11:55,599,0,0,30.4,57.3
23-12-2023,11:50,604,0,0,30.3,57.4
23-12-2023,11:45,611,0,3,30.4,57.3
23-12-2023,11:40,609,0,4,30.4,57.2
23-12-2023,11:35,609,0,5,30.4,57.1
23-12-2023,11:30,604,0,3,30.4,57.5
23-12-2023,11:25,603,0,0,30.4,57.3
23-12-2023,11:20,616,0,0,30.3,57.4
23-12-2023,11:15,614,0,0,30.4,57.3
23-12-2023,11:10,605,0,0,30.3,57.4
23-12-2023,11:05,604,0,0,30.4,57.3
23-12-2023,11:00,594,0,0,30.4,57.2
23-12-2023,10:55,569,0,0,30.4,57.1
23-12-2023,10:50,564,0,0,30.4,57.5
23-12-2023,10:45,581,0,0,30.4,57.3
23-12-2023,10:40,583,0,0,30.3,57.4
23-12-2023,10:35,585,0,0,30.4,57.3
23-12-2023,10:30,589,0,0,30.3,57.4
23-12-2023,10:00,590,0,4,30.4,57.3
23-12-2023,9:55,592,0,6,30.4,57.2
23-12-2023,9:50,594,0,5,30.4,57.1
23-12-2023,9:45,596,0,3,30.4,57.3
23-12-2023,9:30,594,0,0,30.3,57.4
23-12-2023,9:25,594,0,0,30.4,57.3
23-12-2023,9:20,584,0,0,30.4,57.2
23-12-2023,9:15,582,0,0,30.4,57.1
23-12-2023,9:10,574,0,0,30.4,57.3
23-12-2023,9:05,569,0,0,30.3,57.4
23-12-2023,9:00,564,0,0,30.4,57.3
23-12-2023,8:55,574,0,0,30.4,57.2
23-12-2023,8:50,565,0,0,30.3,57.4
23-12-2023,8:45,570,0,0,30.3,57.8
23-12-2023,8:40,561,0,0,30.3,57.6
23-12-2023,8:35,574,0,0,30.2,57.7
23-12-2023,8:30,570,0,0,30.3,57.6
23-12-2023,8:25,573,0,0,30.3,57.5
23-12-2023,8:20,558,0,0,30.3,57.4
23-12-2023,8:15,555,0,0,30.3,57.8
23-12-2023,8:10,558,0,0,30.3,57.6
23-12-2023,8:05,556,0,0,30.2,57.7
23-12-2023,8:00,555,0,0,30,57.6
23-12-2023,7:55,561,0,0,30,57.6
23-12-2023,7:50,553,0,0,30,57.8
23-12-2023,7:45,555,0,0,30,57.6
23-12-2023,7:36,551,0,0,30,57.6
23-12-2023,7:30,543,0,0,30,57.6
23-12-2023,7:25,550,0,0,30.1,57.6
23-12-2023,7:20,545,0,0,30.1,57.9
23-12-2023,7:15,554,0,0,30.1,57.6
23-12-2023,7:10,550,0,0,30.1,57.9
23-12-2023,7:05,555,0,0,30,57.6
23-12-2023,7:00,550,0,0,30,57.6
23-12-2023,6:55,541,0,0,29.6,58.3
23-12-2023,6:50,550,0,0,29.4,58.5
23-12-2023,6:45,539,0,0,29.4,58.9
23-12-2023,6:36,561,0,0,29.4,59.1
23-12-2023,6:30,553,0,0,29.2,59.3
23-12-2023,6:25,555,0,0,29.2,59.5
23-12-2023,6:20,551,0,0,29.2,59.5
23-12-2023,6:15,557,0,0,29.2,59.5
23-12-2023,6:10,555,0,0,29.2,59.5
23-12-2023,6:05,551,0,0,29.2,59.5
23-12-2023,6:00,550,0,0,29.2,59.7
23-12-2023,5:55,546,0,0,29.2,59.7
23-12-2023,5:50,545,0,0,29.2,59.7
23-12-2023,5:45,545,0,0,29.2,59.7
23-12-2023,5:40,537,0,0,29.2,59.7
23-12-2023,5:35,535,0,0,29.2,59.7
23-12-2023,5:30,537,0,0,29.3,59.6
23-12-2023,5:25,540,0,0,29.3,59.8
23-12-2023,5:20,537,0,0,29.3,59.8
23-12-2023,5:15,537,0,0,29.3,59.8
23-12-2023,5:10,541,0,0,29.3,59.8
23-12-2023,5:05,540,0,0,29.3,59.8
23-12-2023,5:00,545,0,0,29.3,59.8
23-12-2023,4:55,560,0,0,29.3,59.8
23-12-2023,4:50,558,0,0,29.3,59.8
23-12-2023,4:46,557,0,0,29.3,59.8
23-12-2023,4:40,555,0,0,29.4,60
23-12-2023,4:35,562,0,0,29.4,60
23-12-2023,4:30,559,0,0,29.4,60
23-12-2023,4:25,555,0,0,29.4,60
23-12-2023,4:20,554,0,0,29.4,60
23-12-2023,4:15,552,0,0,29.4,60
23-12-2023,4:10,545,0,0,29.4,60
23-12-2023,4:05,540,0,0,29.4,60
23-12-2023,4:00,545,0,0,29.4,60
23-12-2023,3:55,551,0,0,29.4,60
23-12-2023,3:50,547,0,0,29.4,60
23-12-2023,3:45,546,0,0,29.4,60
23-12-2023,3:40,545,0,0,29.3,60.1
23-12-2023,3:35,560,0,0,29.3,59.9
23-12-2023,3:30,555,0,0,29.3,59.9
23-12-2023,3:25,553,0,0,29.3,59.9
23-12-2023,3:20,551,0,0,29.3,59.9
23-12-2023,3:15,560,0,0,29.3,59.9
23-12-2023,3:10,557,0,0,29.3,59.9
23-12-2023,3:05,560,0,0,29.3,59.9
23-12-2023,3:00,559,0,0,29.3,59.9
23-12-2023,2:55,555,0,0,29.3,59.9
23-12-2023,2:50,553,0,0,29.3,59.9
23-12-2023,2:45,552,0,0,29.4,60.1
23-12-2023,2:40,560,0,0,29.4,60.1
23-12-2023,2:35,560,0,0,29.4,60.1
23-12-2023,2:30,557,0,0,29.4,60.1
23-12-2023,2:25,560,0,0,29.4,60.1
23-12-2023,2:20,560,0,0,29.4,60.1
23-12-2023,2:15,565,0,0,29.4,60.1
23-12-2023,2:10,566,0,0,29.4,60.1
23-12-2023,2:05,565,0,0,29.4,60.1
23-12-2023,2:00,563,0,0,29.4,60.1
23-12-2023,1:55,560,0,0,29.4,60.1
23-12-2023,1:45,563,0,0,29.4,60.1
23-12-2023,1:40,565,0,0,29.4,60.1
23-12-2023,1:35,567,0,0,29.3,60.4
23-12-2023,1:30,565,0,0,29.3,60.4
23-12-2023,1:25,563,0,0,29.3,60.4
23-12-2023,1:20,566,0,0,29.3,60.4
23-12-2023,1:15,565,0,0,29.3,60.4
23-12-2023,1:11,563,0,0,29.3,60.4
23-12-2023,1:05,562,0,0,29.5,60.1
23-12-2023,1:00,558,0,0,29.5,60.1
23-12-2023,0:55,560,0,0,29.5,60.1
23-12-2023,0:50,565,0,0,29.5,60.1
23-12-2023,0:45,569,0,0,29.6,59.7
23-12-2023,0:40,570,0,0,29.6,59.7
23-12-2023,0:35,573,0,0,29.6,59.7
23-12-2023,0:30,570,0,0,29.6,59.8
23-12-2023,0:25,565,0,0,29.6,59.8
23-12-2023,0:20,570,0,0,29.6,59.8
23-12-2023,0:16,567,0,0,29.7,59.8
23-12-2023,0:10,565,0,0,29.7,59.8
23-12-2023,0:05,561,0,0,29.7,59.8
23-12-2023,0:01,560,0,0,29.7,59.8
24-12-2023,23:56,553,0,0,29.3,60.3
24-12-2023,23:51,546,0,0,29.3,60.2
24-12-2023,23:56,543,0,0,29.3,60.2
24-12-2023,23:51,548,0,0,29.3,60.2
24-12-2023,23:45,551,0,0,29.4,60.2
24-12-2023,23:40,545,0,0,29.4,60.2
24-12-2023,23:35,546,0,0,29.4,60.2
24-12-2023,23:30,547,0,0,29.5,60.2
24-12-2023,23:25,546,0,0,29.5,60.1
24-12-2023,23:20,544,0,0,29.6,60
24-12-2023,23:15,542,0,0,29.7,59.9
24-12-2023,23:10,543,0,0,29.7,59.9
24-12-2023,23:05,551,0,0,29.7,59.8
24-12-2023,23:00,550,0,0,29.7,59.7
24-12-2023,22:55,553,0,0,29.7,59.8
24-12-2023,22:50,552,0,0,29.7,59.8
24-12-2023,22:45,557,0,0,29.7,59.9
24-12-2023,22:40,558,0,0,29.6,60
24-12-2023,22:35,556,0,0,29.6,59.9
24-12-2023,22:30,558,0,0,29.7,59.8
24-12-2023,22:25,563,0,0,29.7,59.9
24-12-2023,22:20,562,0,0,29.7,60.1
24-12-2023,22:15,558,0,0,29.7,60.1
24-12-2023,22:10,561,0,0,29.7,60.1
24-12-2023,22:05,563,0,0,29.7,60
24-12-2023,22:00,547,0,0,29.7,60
24-12-2023,21:55,551,0,0,29.9,59.8
24-12-2023,21:50,555,0,0,29.9,58.9
24-12-2023,21:45,552,0,0,29.9,58.9
24-12-2023,21:40,546,0,0,29.9,58.9
24-12-2023,21:35,550,0,0,29.9,58.9
24-12-2023,21:30,552,0,0,29.9,58.9
24-12-2023,21:25,556,0,0,29.8,58.8
24-12-2023,21:20,551,0,0,30,59.6
24-12-2023,21:15,546,0,0,30,59.6
24-12-2023,21:10,556,0,0,30.2,59.5
24-12-2023,21:05,546,0,0,30.3,58.9
24-12-2023,21:00,543,0,0,30.4,58.9
24-12-2023,20:55,541,0,0,30.4,58.9
24-12-2023,20:50,540,0,0,30.4,58.9
24-12-2023,20:45,538,0,0,30.5,58.9
24-12-2023,20:40,541,0,0,30.4,58.9
24-12-2023,20:35,546,0,0,30.4,58.7
24-12-2023,20:30,551,0,0,30.4,58.7
24-12-2023,20:25,553,0,0,30.3,58.7
24-12-2023,20:20,552,0,0,30.5,58.6
24-12-2023,20:15,557,0,0,30.5,58.6
24-12-2023,20:10,556,0,0,30.4,58.6
24-12-2023,20:05,561,0,0,30.5,58.6
24-12-2023,20:00,566,0,0,30.5,58.6
24-12-2023,19:55,567,0,0,30.5,57.5
24-12-2023,19:50,566,0,0,30.3,57.4
24-12-2023,19:45,556,0,0,30.4,57.6
24-12-2023,19:40,560,0,0,30.3,57.5
24-12-2023,19:35,557,0,0,30,57.4
24-12-2023,19:30,554,0,0,30.2,57.4
24-12-2023,19:26,551,0,0,30.2,57.7
24-12-2023,19:20,547,0,0,30.2,57.6
24-12-2023,19:15,551,0,0,30.2,57.5
24-12-2023,19:10,546,0,0,30.2,57.7
24-12-2023,19:05,551,0,0,30.2,57.6
24-12-2023,19:00,556,0,0,30.2,57.5
24-12-2023,18:55,561,0,0,30.2,57.4
24-12-2023,18:50,566,0,0,30.2,57.3
24-12-2023,18:45,569,0,0,30.2,57.7
24-12-2023,18:40,557,0,0,30.2,57.5
24-12-2023,18:35,551,0,0,30.6,56.2
24-12-2023,18:30,561,0,0,30.6,56.1
24-12-2023,18:25,551,0,0,30.6,56.1
24-12-2023,18:20,549,0,0,30.4,56
24-12-2023,18:15,546,0,0,30.5,56.1
24-12-2023,18:11,557,0,0,30.5,56
24-12-2023,18:05,556,0,0,30.4,56
24-12-2023,18:00,553,0,0,30.4,56
24-12-2023,17:55,551,0,0,30.4,56
24-12-2023,17:50,556,0,0,30.4,56
24-12-2023,17:45,553,0,0,30.4,55.9
24-12-2023,17:40,552,0,0,30.3,58
24-12-2023,17:35,551,0,0,30.3,57.7
24-12-2023,17:30,551,0,0,30.3,57.6
24-12-2023,17:25,550,0,0,30.3,57.5
24-12-2023,17:20,548,0,0,30.3,57.7
24-12-2023,17:15,547,0,0,30.4,57.6
24-12-2023,17:11,546,0,0,30.4,57.5
24-12-2023,17:05,541,0,0,30.4,57.4
24-12-2023,17:00,551,0,0,30.4,57.3
24-12-2023,16:55,546,0,0,30.4,57.7
24-12-2023,16:50,553,0,0,30.4,57.5
24-12-2023,16:30,551,0,0,30.3,57.6
24-12-2023,16:30,547,0,0,30.4,57.5
24-12-2023,16:25,546,0,0,30.4,57.4
24-12-2023,16:20,553,0,0,30.4,57.3
24-12-2023,16:15,552,0,0,30.4,57.7
24-12-2023,16:10,551,0,0,30.4,57.5
24-12-2023,16:05,561,0,0,30.4,57.4
24-12-2023,16:00,566,0,0,30.4,57.4
24-12-2023,15:55,561,0,0,30.4,57.3
24-12-2023,15:50,563,0,0,30.2,55.8
24-12-2023,15:40,556,0,0,30,56.5
24-12-2023,15:30,572,0,0,30.1,56.6
24-12-2023,15:25,576,0,0,30.1,56.5
24-12-2023,15:20,572,0,0,30.2,56.5
24-12-2023,15:15,576,0,0,30.2,56.4
24-12-2023,15:10,568,0,0,30.1,56.4
24-12-2023,15:05,565,0,0,30.2,56.5
24-12-2023,15:00,575,0,0,30.2,56.4
24-12-2023,14:55,566,0,0,30.2,56.5
24-12-2023,14:50,561,0,0,30.2,56.6
24-12-2023,14:45,567,0,0,30.1,56.5
24-12-2023,14:40,557,0,0,30.1,56.5
24-12-2023,14:35,552,0,0,30.2,56.4
24-12-2023,14:30,545,0,0,30.2,56.6
24-12-2023,14:25,552,0,0,30.1,57.3
24-12-2023,14:20,547,0,0,30.1,57.2
24-12-2023,14:15,546,0,0,30.1,57.3
24-12-2023,14:10,536,0,0,30.1,57.2
24-12-2023,14:05,541,0,0,30.1,57.1
24-12-2023,14:00,533,0,0,30.1,57.5
24-12-2023,13:55,526,0,0,30.1,57.3
24-12-2023,13:50,528,0,0,30,57.4
24-12-2023,13:30,528,0,0,30.1,57.3
24-12-2023,13:30,533,0,0,30.1,57.2
24-12-2023,13:25,542,0,0,30.1,57.1
24-12-2023,13:20,541,0,0,30.1,57.5
24-12-2023,13:15,546,0,0,30.1,57.3
24-12-2023,13:10,556,0,0,30,57.4
24-12-2023,13:05,552,0,0,30.1,57.3
24-12-2023,13:00,551,0,0,30.1,57.2
24-12-2023,12:56,556,0,0,30.1,57.1
24-12-2023,12:50,559,0,0,30.1,57.5
24-12-2023,12:45,557,0,0,30.1,57.3
24-12-2023,12:40,561,0,0,30.1,57.3
24-12-2023,12:35,558,0,0,30.1,57.2
24-12-2023,12:30,556,0,0,30.1,57.1
24-12-2023,12:25,552,0,3,30.1,57.5
24-12-2023,12:20,551,0,5,30.1,57.3
24-12-2023,12:15,546,0,2,30.1,57.3
24-12-2023,12:10,536,0,0,30.1,57.2
24-12-2023,12:05,551,0,0,30.1,57.1
24-12-2023,12:00,556,0,0,30.1,57.5
24-12-2023,11:55,561,0,0,30.1,57.3
24-12-2023,11:50,566,0,0,30,57.4
24-12-2023,11:45,573,0,0,30.1,57.3
24-12-2023,11:40,567,0,0,30.1,57.2
24-12-2023,11:35,567,0,0,30.1,57.1
24-12-2023,11:30,562,0,0,30.1,57.5
24-12-2023,11:25,561,0,0,30.1,57.3
24-12-2023,11:20,574,0,0,30,57.4
24-12-2023,11:15,572,0,0,30.1,57.3
24-12-2023,11:10,563,0,0,30,57.4
24-12-2023,11:05,562,0,0,30.1,57.3
24-12-2023,11:00,552,0,0,30.1,57.2
24-12-2023,10:55,527,0,0,30.1,57.1
24-12-2023,10:50,522,0,0,30.1,57.5
24-12-2023,10:45,539,0,0,30.1,57.3
24-12-2023,10:40,541,0,0,30,57.4
24-12-2023,10:35,543,0,0,30.2,57.4
24-12-2023,10:30,547,0,0,30.1,57.5
24-12-2023,10:00,548,0,0,30.2,57.4
24-12-2023,9:55,550,0,0,30.2,57.3
24-12-2023,9:50,552,0,0,30.2,57.2
24-12-2023,9:45,554,0,0,30.2,57.4
24-12-2023,9:30,552,0,0,30.1,57.5
24-12-2023,9:25,552,0,0,30.2,57.4
24-12-2023,9:20,571,0,0,30.2,57.3
24-12-2023,9:15,569,0,0,30.2,57.2
24-12-2023,9:10,561,0,0,30.2,57.4
24-12-2023,9:05,556,0,0,30.1,57.5
24-12-2023,9:00,551,0,0,30.4,57.6
24-12-2023,8:55,561,0,0,30.4,57.5
24-12-2023,8:50,552,0,0,30.4,57.4
24-12-2023,8:45,557,0,0,30.4,57.8
24-12-2023,8:40,548,0,0,30.4,57.6
24-12-2023,8:35,561,0,0,30.3,57.7
24-12-2023,8:30,557,0,0,30.4,57.6
24-12-2023,8:25,560,0,0,30.4,57.5
24-12-2023,8:20,545,0,0,30.4,57.4
24-12-2023,8:15,542,0,0,30.4,57.8
24-12-2023,8:10,545,0,0,30.4,57.6
24-12-2023,8:05,543,0,0,30.3,57.7
24-12-2023,8:00,547,0,0,30.1,57.6
24-12-2023,7:55,553,0,0,30.1,57.6
24-12-2023,7:50,545,0,0,30.1,57.8
24-12-2023,7:45,547,0,0,30.1,57.6
24-12-2023,7:36,543,0,0,30.1,57.6
24-12-2023,7:30,535,0,0,30.1,57.6
24-12-2023,7:25,542,0,0,30.2,57.6
24-12-2023,7:20,537,0,0,30.2,57.9
24-12-2023,7:15,546,0,0,30.2,57.6
24-12-2023,7:10,542,0,0,30.2,57.9
24-12-2023,7:05,547,0,0,30.1,57.6
24-12-2023,7:00,542,0,0,30.1,57.6
24-12-2023,6:55,533,0,0,29.7,58.3
24-12-2023,6:50,542,0,0,29.5,58.5
24-12-2023,6:45,531,0,0,29.5,58.9
24-12-2023,6:36,553,0,0,29.5,59.1
24-12-2023,6:30,545,0,0,29.3,59.3
24-12-2023,6:25,547,0,0,29.3,59.5
24-12-2023,6:20,543,0,0,29.3,59.5
24-12-2023,6:15,549,0,0,29.3,59.5
24-12-2023,6:10,547,0,0,29.3,59.5
24-12-2023,6:05,543,0,0,29.3,59.5
24-12-2023,6:00,542,0,0,29.3,59.7
24-12-2023,5:55,538,0,0,29.3,59.7
24-12-2023,5:50,537,0,0,29.3,59.7
24-12-2023,5:45,537,0,0,29.3,59.7
24-12-2023,5:40,529,0,0,29.3,59.7
24-12-2023,5:35,527,0,0,29.3,59.7
24-12-2023,5:30,529,0,0,29.3,60.1
24-12-2023,5:25,532,0,0,29.3,60.1
24-12-2023,5:20,529,0,0,29.3,60.1
24-12-2023,5:15,529,0,0,29.3,60.1
24-12-2023,5:10,533,0,0,29.3,60.1
24-12-2023,5:05,532,0,0,29.3,60.1
24-12-2023,5:00,537,0,0,29.3,60.1
24-12-2023,4:55,552,0,0,29.3,60.1
24-12-2023,4:50,550,0,0,29.3,60.1
24-12-2023,4:46,549,0,0,29.3,60.1
24-12-2023,4:40,547,0,0,29.4,60.3
24-12-2023,4:35,554,0,0,29.4,60.3
24-12-2023,4:30,551,0,0,29.4,60.3
24-12-2023,4:25,547,0,0,29.1,60.4
24-12-2023,4:20,546,0,0,29.1,60.4
24-12-2023,4:15,544,0,0,29.1,60.4
24-12-2023,4:10,537,0,0,29.1,60.4
24-12-2023,4:05,532,0,0,29.1,60.4
24-12-2023,4:00,537,0,0,29.1,60.4
24-12-2023,3:55,543,0,0,29.1,60.4
24-12-2023,3:50,539,0,0,29.1,60.4
24-12-2023,3:45,538,0,0,29.1,60.4
24-12-2023,3:40,537,0,0,29,60.5
24-12-2023,3:35,552,0,0,29,60.3
24-12-2023,3:30,547,0,0,29,60.3
24-12-2023,3:25,545,0,0,29,60.3
24-12-2023,3:20,543,0,0,29,60.3
24-12-2023,3:15,552,0,0,29,60.3
24-12-2023,3:10,549,0,0,29,60.3
24-12-2023,3:05,552,0,0,29,60.3
24-12-2023,3:00,551,0,0,29,60.3
24-12-2023,2:55,547,0,0,29,60.3
24-12-2023,2:50,545,0,0,29,60.3
24-12-2023,2:45,544,0,0,29.1,60.5
24-12-2023,2:40,552,0,0,29.1,60.5
24-12-2023,2:35,552,0,0,29.1,60.5
24-12-2023,2:30,549,0,0,29.1,60.5
24-12-2023,2:25,552,0,0,29.1,60.5
24-12-2023,2:20,552,0,0,29.1,60.5
24-12-2023,2:15,557,0,0,29.1,60.5
24-12-2023,2:10,558,0,0,29.1,60.5
24-12-2023,2:05,557,0,0,29.1,60.5
24-12-2023,2:00,555,0,0,29.1,60.5
24-12-2023,1:55,552,0,0,29.1,60.5
24-12-2023,1:45,555,0,0,29.1,60.5
24-12-2023,1:40,557,0,0,29.1,60.5
24-12-2023,1:35,559,0,0,29,60.8
24-12-2023,1:30,557,0,0,29,60.8
24-12-2023,1:25,555,0,0,29,60.8
24-12-2023,1:20,558,0,0,29,60.8
24-12-2023,1:15,557,0,0,29,60.8
24-12-2023,1:11,555,0,0,29.1,60.7
24-12-2023,1:05,554,0,0,29.1,60.7
24-12-2023,1:00,550,0,0,29.1,60.7
24-12-2023,0:55,552,0,0,29.1,60.7
24-12-2023,0:50,557,0,0,29.1,60.7
24-12-2023,0:45,561,0,0,29.2,60.3
24-12-2023,0:40,562,0,0,29.2,60.3
24-12-2023,0:35,565,0,0,29.2,60.3
24-12-2023,0:30,562,0,0,29.2,60.4
24-12-2023,0:25,557,0,0,29.2,60.4
24-12-2023,0:20,562,0,0,29.2,60.4
24-12-2023,0:16,559,0,0,29.3,60.4
24-12-2023,0:10,557,0,0,29.3,60.4
24-12-2023,0:05,553,0,0,29.3,60.4
24-12-2023,0:01,552,0,0,29.3,60.4
25-12-2023,23:56,556,0,0,29,60.5
25-12-2023,23:51,549,0,0,29,60.4
25-12-2023,23:56,546,0,0,29,60.4
25-12-2023,23:51,551,0,0,29,60.4
25-12-2023,23:45,554,0,0,29.1,60.4
25-12-2023,23:40,548,0,0,29.1,60.4
25-12-2023,23:35,549,0,0,29.1,60.4
25-12-2023,23:30,550,0,0,29.2,60.4
25-12-2023,23:25,549,0,0,29.2,60.3
25-12-2023,23:20,547,0,0,29.3,60.2
25-12-2023,23:15,545,0,0,29.4,60.1
25-12-2023,23:10,546,0,0,29.4,60.1
25-12-2023,23:05,554,0,0,29.4,60
25-12-2023,23:00,553,0,0,29.4,59.9
25-12-2023,22:55,556,0,0,29.4,60
25-12-2023,22:50,555,0,0,29.4,60
